"country","countryCode","date","isVerified","position","productAsin","ratingScore","reviewDescription","reviewImages/0","reviewImages/1","reviewImages/2","reviewImages/3","reviewReaction","reviewTitle","reviewUrl","reviewedIn","variant"
"United States",,"2020-08-21","true","156","B07C2BHFCN","5","My kids loves this. They fight who gets their two first. I have to order more.  This bottle of 60 last 15 days. My kids are over 4, so 2 gummies a day, that 4 a day.","https://images-na.ssl-images-amazon.com/images/I/61uEllpEN9L._SY88.jpg","https://images-na.ssl-images-amazon.com/images/I/712NDmv4BHL._SY88.jpg",,,"","Yummy!","https://www.amazon.com/gp/customer-reviews/RUNSZ9C8JCVGN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on August 21, 2020","Style: Multivitamin Only"
"United States",,"2020-11-07","true","157","B07C2BHFCN","5","This kids love these gummys. They like the taste of all the flavors. Each piece is good size. The coating on the gummy is perfect so they don’t stick to each other.",,,,,"","Great gummys for kids","https://www.amazon.com/gp/customer-reviews/R8D9I5AJX6JIA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on November 7, 2020","Style: Multivitamin Only"
"United States",,"2021-02-25","true","158","B07C2BHFCN","5","Amazon and its products will not surprise me, my 3-year-old daughter loves them, she always wants to eat more than one 100% recommended!",,,,,"","Just amazing!!!","https://www.amazon.com/gp/customer-reviews/RYPEWT0EFRS7P/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on February 25, 2021","Style: Multivitamin Only"
"United States",,"2018-12-20","true","159","B07C2BHFCN","5","My kids never forget to ask for their vitamin since I've switched to these! They taste like a chewy candy and I like that they aren't covered in sugar or have corn syrup as the main ingredient. I noticed a little bit of a weird aftertaste (the kids haven't said anything about it though), but they are vitamins so I'm not surprised by it. I will definitely continue ordering these!",,,,,"24 people found this helpful","my kids love these","https://www.amazon.com/gp/customer-reviews/R8CRRRMDN8MYY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on December 20, 2018","Style: Multivitamin Only"
"United States",,"2018-09-18","true","160","B07C2BHFCN","5","Amazing! Smells like candy....taste like candy and my child loves them! I have tried every brand orangic to cheap store brand and my child would hide them or give me headaches making it work. We even went to liquid and still an issue. These however were a hit right when I opened and she smelled candy...only 3g of sugar so yup ill be subscribing so ill have these always!",,,,,"","Taste great!","https://www.amazon.com/gp/customer-reviews/RJC62NR8RF2DB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on September 18, 2018","Style: Multivitamin Only"
"United States",,"2022-09-06","true","181","B07C2BHFCN","2","Preschooler says they taste like crap :( on to the next brand",,,,,"","Preschooler doesn't like flavor","https://www.amazon.com/gp/customer-reviews/R1L8NZLERJS9YV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on September 6, 2022","Style: Multivitamin Only"
"United States",,"2020-09-13","true","182","B07C2BHFCN","5","My 5 yr old loves these. I was looking for vitamins that don't have artifical dyes in them. He says they are tasty and gets excited to take them every morning.",,,,,"","5 yr old approved!","https://www.amazon.com/gp/customer-reviews/R1WSTHZSEVF4RG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on September 13, 2020","Style: Multivitamin Only"
"United States",,"2019-04-11","true","183","B07C2BHFCN","5","Love! Love! Love! Them. My daughter is very picky and I have a hard time getting her to take supplements but these taste amazing and they are soft enough my 2 yr old granddaughter has no problem chewing them. They both love them. I have to keep them locked up because they love them so much they want more.",,,,,"","Great tasting great value!","https://www.amazon.com/gp/customer-reviews/R33ABWUQIXU7R0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on April 11, 2019","Style: Multivitamin Only"
"United States",,"2021-07-25","true","184","B07C2BHFCN","5","Our kid likes these, will continue to subscribe to them.",,,,,"","Great","https://www.amazon.com/gp/customer-reviews/R3RGMG73KZFITK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on July 25, 2021","Style: Multivitamin Only"
"United States",,"2020-01-09","true","185","B07C2BHFCN","3","The label states that there are 60 gummies in the bottle. I was providing these to six children. With a serving size of two each, that’s 12 gummies used per day. A bottle should have lasted me five whole days.Instead, I get to the fourth day on my very first bottle and see that after dispensing 12 gummies, there are only five gummies left... 7 are missing from a supposedly full bottle.Ripoff.",,,,,"","Count your gummies","https://www.amazon.com/gp/customer-reviews/R2FQ2KVL5J9EEO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on January 9, 2020","Style: Multivitamin Only"
"United States",,"2021-04-07","true","186","B07C2BHFCN","5","I liked these vitamins for my son. Taste was very good. He loved it. Kid approved.",,,,,"","Great vitamins and flavorful!","https://www.amazon.com/gp/customer-reviews/R19ZOJLZYV39FZ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on April 7, 2021","Style: Multivitamin Only"
"United States",,"2021-03-20","true","187","B07C2BHFCN","5","My kid loves these, we've had trouble finding vitamins for her and finally we can stop searching.",,,,,"","Picky child likes these lol","https://www.amazon.com/gp/customer-reviews/R30ZV2J487YXCU/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on March 20, 2021","Style: Multivitamin Only"
"United States",,"2020-12-20","true","188","B07C2BHFCN","5","My child loves these gummies! It’s difficult to find a child’s vitamin without fillers and tons of sugar. Non GMO, vegan...love it.",,,,,"","All the health. Not the junk.","https://www.amazon.com/gp/customer-reviews/R2VIUAAF8SEOCB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on December 20, 2020","Style: Multivitamin Only"
"United States",,"2021-04-27","true","189","B07C2BHFCN","5","Kids loved them! Said they tasted good and looked forward to taking their vitamins!",,,,,"","Great but!","https://www.amazon.com/gp/customer-reviews/R2PCYF5KUI6S6I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on April 27, 2021","Style: Multivitamin Only"
"United States",,"2020-04-06","true","190","B07C2BHFCN","5","These are great. Nice and soft and super easy for my 3 year old to chew and swallow without me worrying lol. Flavor is great & my son looks forward to taking his 2 gummies everyday. I will be reordering monthly!",,,,,"","Super easy to chew!","https://www.amazon.com/gp/customer-reviews/R28JZTBMO4VNY8/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on April 6, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2020-05-13","true","121","B07C2BHFCN","5","My kids love the flavor of these gummy vitamins better than any others they have tried.  The recommended dosage for kids over 5 is two gummies per day so be mindful of that when deciding how long a bottle will last.  They are shaped like Dots candy and easy to chew.  Will buy again.",,,,,"One person found this helpful","Great Gummies","https://www.amazon.com/gp/customer-reviews/R1088SAMIWQMP/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on May 13, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2021-08-09","true","122","B07C2BHFCN","5","My daughter loves them and theyre organic which is a total plus! Very happy with product will be buying again!",,,,,"","Great product!","https://www.amazon.com/gp/customer-reviews/R2RB58CAQIFVVF/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on August 9, 2021","Style: Multivitamin Only"
"United States","🇺🇸","2020-09-28","true","123","B07C2BHFCN","5","My boys love these! We started giving them to them around 10 months old. No complaints and we love them! I even used them as a supplement during pregancy on days I didn’t take my prenatals. I love the gummy options and they taste good.",,,,,"","Love them!","https://www.amazon.com/gp/customer-reviews/R2KLG1V5VLW48M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on September 28, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2021-03-16","true","124","B07C2BHFCN","3","My daughter loves these gummies and I recommended it to friends as well but as soon as I subscribed it for monthly delivery. They suddenly stopped delivering it without notifying why. Then I read one of the reviews as it's been recalled for violation in manufacturing. I have unsubscribed now. Will look for another brand.",,,,,"3 people found this helpful","Doubtful about these","https://www.amazon.com/gp/customer-reviews/R1HTE2UXKE0TGG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on March 16, 2021","Style: Multivitamin Only"
"United States","🇺🇸","2022-02-12","true","125","B07C2BHFCN","5","The kids loved it",,,,,"","Excellent","https://www.amazon.com/gp/customer-reviews/R1OOI8JP0A9X4D/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on February 12, 2022","Style: Multivitamin Only"
"United States","🇺🇸","2019-02-03","true","126","B07C2BHFCN","5","My 3 year old loves them and since I’m very “frugal”  I switch back-and-forth to another bottle I had bought of different brand that I want to finish and not waste. The difference in texture, taste, and stick to your teeth quality (these don’t) are astonishing.  She asks for these every day and a little tinge of guilt hits my heart, but only for a second, then I remind  her that Mama Bear will be our vitamin from here on out!",,,,,"42 people found this helpful","Great taste, superior texture, and doesn’t stick to your teeth like others!!","https://www.amazon.com/gp/customer-reviews/R1R9ER4OFJPPAI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on February 3, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2021-03-05","true","127","B07C2BHFCN","5","It’s been impossible finding a gummy vitamin that both my kids like. These are 100% a winner. They are very soft, with a good flavor. My kids actually enjoy taking these everyday.",,,,,"","Great Kids Vitamin","https://www.amazon.com/gp/customer-reviews/R3G32U6J6HVETG/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on March 5, 2021","Style: Multivitamin Only"
"United States","🇺🇸","2020-08-31","true","128","B07C2BHFCN","5","My son who is VERY picky and has ASD took it NO problem. I handed him one and said, ""It's a gummie"" and pop! It was gone. Obviously they taste good. They do smell good. They're not coated in sugar. So, them seem pretty great!",,,,,"One person found this helpful","We like them!","https://www.amazon.com/gp/customer-reviews/R7VB8N4IDUKOO/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on August 31, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2019-06-25","true","129","B07C2BHFCN","5","My5 year old daughter loves these I prefer gelatin free gummies!!!! I ha e yo remind ger that they are vitamins and she cannot have more than 2 a day. As I have 2 children consuming them I wish there was a more fitting subscription offer as I need to purchase 2 bottles a month.For my 2yr old some days he loves them other days he is not too pleased.",,,,,"","Its good to be gelatin free","https://www.amazon.com/gp/customer-reviews/R236LFRSFPLLYV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on June 25, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2020-10-23","true","130","B07C2BHFCN","5","My girls love them! Better than the smarty ones. I like these don’t have the sugar coating flakes also less of a mess trying to get them out and less sugar in general. This is our new daily vitamin for sure!",,,,,"","Great!","https://www.amazon.com/gp/customer-reviews/RYFY9BRJAMBNY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on October 23, 2020","Style: Multivitamin Only"
"United States",,"2021-08-02","true","81","B07C2BHFCN","5","This is supposed to be a 2 month supply for my 3 yr old. Received this on 8/1/21 and it's expired. Well I can only assume it expires at the end of this month but it's not clear. Overall, I love the product. It taste good and my daughter loves them too.","https://m.media-amazon.com/images/I/C1vgy9m43FS._SY88.jpg",,,,"One person found this helpful","Expired","https://www.amazon.com/gp/customer-reviews/R9UL46CKNXLW1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on August 2, 2021","Style: Multivitamin Only"
"United States",,"2019-11-25","true","82","B07C2BHFCN","5","These are the best vitamins I’ve ordered for my kids. I have 5 kids and getting them to like the same thing is pretty difficultyEvery month I am normally buying 2-3 different types of vitamins, in order to get my children to take them.Well, that’s changed thanks to mama bear organic.The taste is out of this world!  My kids love them so much it is the first thing they ask for after breakfast every morning. They want to eat them like candy and actually get upset when I tell them no.If you have picky children, this is the vitamin to have. you will not be disappointed!",,,,,"One person found this helpful","Best tasting kids vitamin on the market","https://www.amazon.com/gp/customer-reviews/RUQOU0HL22SL7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on November 25, 2019","Style: Multivitamin Only"
"United States",,"2018-12-07","true","83","B07C2BHFCN","5","We've been looking for a vegan vitamin for our daughter for a while now and we are so glad we found these! At first, we were a little skeptical of buying these for our 17 month old since some reviewers said the gummies were hard. Decided to give them a try and we are pleased with them. We tried them before giving one to our daughter and felt that they were soft enough for her to chew on her own. She loves them and asks for more. We always monitor her while she eats them, as well. I can't give a review on the overall health aspect since I can't tell if it's helping her or not internally but she loves eating them haha",,,,,"8 people found this helpful","Our toddler loves these!","https://www.amazon.com/gp/customer-reviews/RZ4KAUSNC7NCB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on December 7, 2018","Style: Multivitamin Only"
"United States",,"2021-01-29","true","84","B07C2BHFCN","5","Very highly recommend! We have tried MANY gummies with our kids in the last 5 years or so and these are their favorite, they love the flavors and I love the quality! You are definitely getting a great deal on these over brand names. The price is better, non GMO, organic, and vegan! We are now subscribe and savers on this one!!!",,,,,"","Kids love and mom loves. Price is right for these organic, non-gmo, vegan vitamins","https://www.amazon.com/gp/customer-reviews/R2RL44L2KXY3S9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on January 29, 2021","Style: Multivitamin Only"
"United States",,"2023-03-17","true","85","B07C2BHFCN","1","Unfortunately bought multiple bottles of this for my kids.  On the description it says its returnable BUT there is an arrow if you click on it states it is not returnable.  One of my children stopped sleeping at nights and started having behavior issues since starting these vitamins.  Once we stopped these vitamins he started acting normal again.  When I went to return the remaining 6 unopened bottles amazon informs me they are non returnable.",,,,,"3 people found this helpful","HORRIBLE DO NOT BUY!","https://www.amazon.com/gp/customer-reviews/RNNLY7WU2IGLJ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on March 17, 2023","Style: Multivitamin Only"
"United States",,"2022-03-03","true","86","B07C2BHFCN","5","Great flavors and texture. My toddler approves and looks forward to taking one each day. Good value for the price too.",,,,,"One person found this helpful","Great flavor and texture. My toddler really likes these.","https://www.amazon.com/gp/customer-reviews/R3RWUS19Y1F60A/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on March 3, 2022","Style: Multivitamin Only"
"United States",,"2022-04-21","true","87","B07C2BHFCN","5","Finally, a vitamin my daughter will take! It’s like candy!",,,,,"","Great vitamin with great flavor!","https://www.amazon.com/gp/customer-reviews/R26RWBVWBC1WMQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on April 21, 2022","Style: Multivitamin Only"
"United States",,"2021-08-02","true","88","B07C2BHFCN","5","my kids love any kind of gummy Vitamin, but I was searching for the products which is doesn’t contain any gelatin in it then found this product. Bought 3 bottles and my kids approved this product. They said it’s taste fruity fresh orange.",,,,,"","Kiddos Favorite Gummy’s vitamin","https://www.amazon.com/gp/customer-reviews/R3LPSFA828LEG0/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on August 2, 2021","Style: Multivitamin Only"
"United States",,"2022-02-09","true","89","B07C2BHFCN","5","My 3 kids love the flavor and they never forget to eat them!I am very happy with my purchase",,,,,"One person found this helpful","My kids love them!","https://www.amazon.com/gp/customer-reviews/R2MA0AXSZOQCTV/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on February 9, 2022","Style: Multivitamin Only"
"United States",,"2021-09-22","true","90","B07C2BHFCN","5","My kids loved these! My extremely picky eater finally got used to these and then they were gone. He doesn’t like the ones with sugar. These were organic and a great value!So please Amazon restock these.",,,,,"","PLEASE BRING THESE BACK","https://www.amazon.com/gp/customer-reviews/R4X9Y02FYIYOS/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on September 22, 2021","Style: Multivitamin Only"
"United States","🇺🇸","2020-10-22","true","271","B07C2BHFCN","5","Loves the flavor and never an issue to take her multivitamins",,,,,"","KID TESTED AND APPROVED","https://www.amazon.com/gp/customer-reviews/RZ4QXWHEKAH50/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on October 22, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2020-08-02","true","272","B07C2BHFCN","5","Our kids love these vitamins so much they look forward to taking them each day!",,,,,"","Kids Love Them!","https://www.amazon.com/gp/customer-reviews/R1U8M7BWR4AS8G/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on August 2, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2019-05-16","true","273","B07C2BHFCN","5","I do have to watch my daughter eat hers one by one. But she's 2. She thinks they are Momma's dots! Lol. But she seems to enjoy them as a special treat!",,,,,"","Great stuff! My daughter loves them","https://www.amazon.com/gp/customer-reviews/R2RSXYT32UYZ93/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on May 16, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2020-06-19","true","274","B07C2BHFCN","5","My kids love it! The one vitamin they have never complained to take and without the gelatin 🤗🤗",,,,,"","Perfect match","https://www.amazon.com/gp/customer-reviews/R2OQ6IFVKPLZ90/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on June 19, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2021-06-07","true","275","B07C2BHFCN","3","My son really dislikes the taste.",,,,,"","Doesn't taste great","https://www.amazon.com/gp/customer-reviews/RWOSG1N95QMY5/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on June 7, 2021","Style: Multivitamin Only"
"United States","🇺🇸","2021-05-10","true","276","B07C2BHFCN","3","My kids did not like the flavor.",,,,,"","Not a great flavor","https://www.amazon.com/gp/customer-reviews/R36HO7YNNK9JSK/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on May 10, 2021","Style: Multivitamin Only"
"United States","🇺🇸","2021-06-30","true","277","B07C2BHFCN","2","I love these vitamins. They taste really well and I’ve had them subscribed for months. But today my 3 year old niece got ahold of the bottle and ate over 50 gummies. The cap easily comes off. They were able to open the cap on their own and this is not supposed to happen!!",,,,,"11 people found this helpful","Important!!","https://www.amazon.com/gp/customer-reviews/R2TD3WD1BT6RKH/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on June 30, 2021","Style: Multivitamin Only"
"United States","🇺🇸","2020-01-29","true","278","B07C2BHFCN","4","My children love the taste",,,,,"","Yummy","https://www.amazon.com/gp/customer-reviews/R1MJZHZFF3T36M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on January 29, 2020","Style: Multivitamin Only"
"United States","🇺🇸","2019-12-31","true","279","B07C2BHFCN","4","They're good my son likes them",,,,,"","Good","https://www.amazon.com/gp/customer-reviews/R39E5NS039JWJA/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on December 31, 2019","Style: Multivitamin Only"
"United States","🇺🇸","2022-01-12","true","280","B07C2BHFCN","2","My four year old will not eat these the texture is too gummy and slimy I tried them and The Taste is fine and sweet but he will not eat them so I wouldn't order them again.",,,,,"","Very gummy texture","https://www.amazon.com/gp/customer-reviews/RALY8QS8KKOUB/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States 🇺🇸 on January 12, 2022","Style: Multivitamin Only"
"United States",,"2020-08-31","true","301","B07C2BHFCN","5","First time buying them and my kids love them!",,,,,"","Very tasty!","https://www.amazon.com/gp/customer-reviews/R16762516MY9CW/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on August 31, 2020","Style: Multivitamin Only"
"United States",,"2023-02-16","true","302","B07C2BHFCN","1","They tried them once and they refuse to take anymore.",,,,,"","Kids won’t take them","https://www.amazon.com/gp/customer-reviews/R3MGARPN15CHWY/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on February 16, 2023","Style: Multivitamin Only"
"United States",,"2020-08-13","true","303","B07C2BHFCN","5","quiero canselar la subcrision ya no necesito el producto Gracias",,,,,"","quiero canselar la subcrision ya no necesito el producto Gracias","https://www.amazon.com/gp/customer-reviews/R2BJKT8ZCTZ4BX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on August 13, 2020","Style: Multivitamin Only"
"United States",,"2020-01-12","true","304","B07C2BHFCN","3","My daughter disliked the flavor and rejected the gummies. I however thought they tasted fine, werent hard to swallow and didnt bother my stomach. Not great for picky eaters, but worth the money for sure.",,,,,"","Mommy Approved","https://www.amazon.com/gp/customer-reviews/RQWMHC0IQYL8I/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on January 12, 2020","Style: Multivitamin Only"
"United States",,"2020-01-02","true","305","B07C2BHFCN","5","Used for all 3 of my kids. No one complained for any certain color so must mean all taste good lol",,,,,"","Good gummies","https://www.amazon.com/gp/customer-reviews/RJ9RBN78Z5YOI/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on January 2, 2020","Style: Multivitamin Only"
"United States",,"2020-05-07","true","306","B07C2BHFCN","3","They dont taste that good. Its hard to get kids to take due to taste. If your child its picky it's ok for money",,,,,"","Doesn't taste good","https://www.amazon.com/gp/customer-reviews/RRHFJDOKRFVFR/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on May 7, 2020","Style: Multivitamin Only"
"United States",,"2019-02-04","true","307","B07C2BHFCN","5","My daughter likes these a lot! She is 2 and the size is perfect for her to chew and they taste great!!(taste tested before giving them to her)",,,,,"","Great!!","https://www.amazon.com/gp/customer-reviews/R3H2GUV8RYTTWX/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on February 4, 2019","Style: Multivitamin Only"
"United States",,"2020-12-23","true","308","B07C2BHFCN","5","Kids love it",,,,,"","Kids love it","https://www.amazon.com/gp/customer-reviews/R11E32MCB7TH5E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on December 23, 2020","Style: Multivitamin Only"
"United States",,"2020-08-31","true","309","B07C2BHFCN","5","My kids love them. They ask for more.",,,,,"","Great product.","https://www.amazon.com/gp/customer-reviews/R119LPEJ55VS3L/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on August 31, 2020","Style: Multivitamin Only"
"United States",,"2020-03-14","true","310","B07C2BHFCN","5","Great taste and texture. Doesn’t dry out or stick together. Will buy again.",,,,,"","Great tasting product","https://www.amazon.com/gp/customer-reviews/R1VSRD9937NRT3/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on March 14, 2020","Style: Multivitamin Only"
"United States",,"2020-02-14","true","511","B07C2BHFCN","5","Like",,,,,"","Good product","https://www.amazon.com/gp/customer-reviews/RGPPZ60GP0Q5M/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on February 14, 2020","Style: Multivitamin Only"
"United States",,"2019-12-15","true","512","B07C2BHFCN","5","Love it",,,,,"","Good","https://www.amazon.com/gp/customer-reviews/R30SZPNWKKQX1E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on December 15, 2019","Style: Multivitamin Only"
"United States",,"2018-12-21","true","513","B07C2BHFCN","5","Bought these for my grandson. He loves them.",,,,,"","Kid Approved","https://www.amazon.com/gp/customer-reviews/R2FNR03CAWB5DT/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on December 21, 2018","Style: Multivitamin Only"
"United States",,"2019-04-11","true","514","B07C2BHFCN","5","granddaughter loves them and natural derivatives.",,,,,"","non gmo and natural","https://www.amazon.com/gp/customer-reviews/R1ZUCOR014IKG9/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on April 11, 2019","Style: Multivitamin Only"
"United States",,"2019-05-31","true","515","B07C2BHFCN","5","My kiddo loves the favors",,,,,"","Gummys","https://www.amazon.com/gp/customer-reviews/RY3COTU9RKUXQ/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on May 31, 2019","Style: Multivitamin Only"
"United States",,"2019-11-11","true","516","B07C2BHFCN","5","Meets needs.",,,,,"","Satisfied customer","https://www.amazon.com/gp/customer-reviews/R3UGGI3B8KN0Y7/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on November 11, 2019","Style: Multivitamin Only"
"United States",,"2019-07-26","true","517","B07C2BHFCN","5","my daughter loves them",,,,,"","yummy","https://www.amazon.com/gp/customer-reviews/RQSWN9XBF2TQ1/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on July 26, 2019","Style: Multivitamin Only"
"United States",,"2020-01-01","true","518","B07C2BHFCN","5","Good",,,,,"","Good","https://www.amazon.com/gp/customer-reviews/R1EW4MVYX6D2E/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on January 1, 2020","Style: Multivitamin Only"
"United States",,"2018-12-08","true","519","B07C2BHFCN","5","Great. My picky vitamin eater asks for them.",,,,,"","Great kids vitamin","https://www.amazon.com/gp/customer-reviews/R2N9JANBFVP553/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on December 8, 2018","Style: Multivitamin Only"
"United States",,"2019-08-24","true","520","B07C2BHFCN","5","Two thumbs up!",,,,,"","My son loves them!","https://www.amazon.com/gp/customer-reviews/R3EN8YR924XFIN/ref=cm_cr_arp_d_rvw_ttl?ie=UTF8&ASIN=B07C2BHFCN","Reviewed in the United States on August 24, 2019","Style: Multivitamin Only"
